Quantity,UnitPrice,total_amount
1,5.49,5.49
1,25.49,25.49
1,4.25,4.25
1,2.95,2.95
12,1.45,17.4
1,2.95,2.95
1,8.5,8.5
16,2.95,47.2
10,0.42,4.2
3,3.25,9.75
1,4.21,4.21
1,7.62,7.62
5,1.25,6.25
24,0.29,6.959999999999999
10,1.65,16.5
12,0.42,5.04
1,1.66,1.66
6,3.36,20.16
12,1.65,19.799999999999997
3,4.21,12.629999999999999
15,0.43,6.45
1,1.25,1.25
1,2.1,2.1
1,8.47,8.47
2,9.95,19.9
4,1.95,7.8
1,3.36,3.36
6,1.65,9.899999999999999
2,1.65,3.3
1,2.51,2.51
1,1.95,1.95
18,2.95,53.1
1,2.51,2.51
5,5.91,29.55
2,0.65,1.3
24,0.29,6.959999999999999
1,4.25,4.25
5,5.91,29.55
1,1.95,1.95
-80,0.0,-0.0
1,0.81,0.81
1,2.95,2.95
24,0.42,10.08
2,0.85,1.7
12,0.85,10.2
1,4.65,4.65
3,0.85,2.55
2,0.85,1.7
12,0.85,10.2
6,2.75,16.5
6,2.95,17.700000000000003
2,2.51,5.02
9,2.95,26.55
12,1.25,15.0
1,5.91,5.91
6,1.65,9.899999999999999
1,2.51,2.51
2,5.91,11.82
3,0.65,1.9500000000000002
1,9.95,9.95
1,1.65,1.65
6,4.95,29.700000000000003
24,1.65,39.599999999999994
1,2.51,2.51
3,3.75,11.25
1,2.13,2.13
1,12.72,12.72
12,8.5,102.0
24,1.65,39.599999999999994
1,5.06,5.06
4,1.66,6.64
12,0.85,10.2
2,1.65,3.3
4,3.75,15.0
2,2.51,5.02
1,8.47,8.47
24,0.85,20.4
12,0.85,10.2
3,4.95,14.850000000000001
1,3.75,3.75
1,2.1,2.1
1,11.02,11.02
3,1.28,3.84
12,1.95,23.4
12,2.1,25.200000000000003
1,7.95,7.95
6,1.55,9.3
6,2.95,17.700000000000003
1,4.25,4.25
4,1.65,6.6
1,2.95,2.95
2,1.66,3.32
3,2.51,7.529999999999999
8,1.95,15.6
12,0.29,3.4799999999999995
1,5.91,5.91
12,0.42,5.04
1,5.91,5.91
6,2.95,17.700000000000003
6,1.66,9.959999999999999
3,2.95,8.850000000000001
3,2.1,6.300000000000001
1,1.95,1.95
3,1.66,4.9799999999999995
12,1.25,15.0
2,5.95,11.9
1,8.47,8.47
2,5.91,11.82
6,2.55,15.299999999999999
1,1.25,1.25
1,6.95,6.95
1,2.95,2.95
3,1.66,4.9799999999999995
20,1.25,25.0
3,5.06,15.18
2,9.32,18.64
1,0.65,0.65
3,5.95,17.85
16,1.25,20.0
1,4.95,4.95
1,4.24,4.24
1,21.23,21.23
6,2.95,17.700000000000003
3,1.95,5.85
2,13.57,27.14
1,8.47,8.47
2,5.95,11.9
1,1.65,1.65
1,2.55,2.55
144,0.65,93.60000000000001
2,9.95,19.9
1,662.14,662.14
6,2.1,12.600000000000001
5,3.45,17.25
2,2.95,5.9
6,1.95,11.7
1,0.85,0.85
12,0.42,5.04
4,5.91,23.64
2,0.85,1.7
1,6.75,6.75
1,4.65,4.65
1,2.51,2.51
2,0.85,1.7
2,2.51,5.02
3,5.91,17.73
12,1.65,19.799999999999997
1,4.21,4.21
2,1.45,2.9
4,3.75,15.0
2,8.5,17.0
1,9.95,9.95
2,0.42,0.84
3,12.75,38.25
24,0.19,4.5600000000000005
1,4.25,4.25
6,2.1,12.600000000000001
2,0.85,1.7
12,1.45,17.4
12,2.1,25.200000000000003
1,3.81,3.81
-1,27.5,-27.5
10,1.65,16.5
2,2.51,5.02
1,2.54,2.54
10,1.95,19.5
8,1.65,13.2
1,1.66,1.66
5,2.1,10.5
20,0.0,0.0
24,8.5,204.0
16,2.51,40.16
4,8.5,34.0
1,8.5,8.5
3,3.36,10.08
24,3.75,90.0
1,5.95,5.95
3,4.95,14.850000000000001
6,2.55,15.299999999999999
1,3.75,3.75
120,0.42,50.4
3,1.25,3.75
2,2.1,4.2
2,5.06,10.12
1,1.69,1.69
2,1.66,3.32
1,1.66,1.66
-1,1.25,-1.25
1,13.57,13.57
20,2.1,42.0
2,2.55,5.1
24,4.25,102.0
1,1.66,1.66
12,1.65,19.799999999999997
1,1.28,1.28
12,0.85,10.2
24,2.1,50.400000000000006
2,7.95,15.9
1,4.21,4.21
1,1.45,1.45
1,5.91,5.91
8,2.1,16.8
1,4.95,4.95
12,3.75,45.0
1,2.51,2.51
12,1.45,17.4
10,1.95,19.5
1,0.85,0.85
2,0.85,1.7
24,0.55,13.200000000000001
24,4.25,102.0
6,2.95,17.700000000000003
1,1.25,1.25
12,2.95,35.400000000000006
6,1.65,9.899999999999999
3,2.51,7.529999999999999
3,2.1,6.300000000000001
12,2.1,25.200000000000003
1,1.69,1.69
3,1.95,5.85
-6,5.95,-35.7
1,1.65,1.65
2,8.5,17.0
4,3.75,15.0
1,4.95,4.95
1,1.28,1.28
1,1.25,1.25
3,1.25,3.75
3,5.95,17.85
1,4.21,4.21
2,4.95,9.9
2,4.21,8.42
1,1.25,1.25
3,4.95,14.850000000000001
8,3.95,31.6
2,0.85,1.7
49,0.43,21.07
1,4.95,4.95
5,0.29,1.45
2,6.95,13.9
1,16.13,16.13
48,0.85,40.8
4,5.95,23.8
1,11.02,11.02
2,0.0,0.0
24,1.65,39.599999999999994
1,0.65,0.65
12,2.1,25.200000000000003
2,2.1,4.2
-8,1.25,-10.0
2,10.17,20.34
-7,1.25,-8.75
2,11.02,22.04
2,2.95,5.9
2,2.95,5.9
1,3.36,3.36
1,1.95,1.95
2,3.36,6.72
1,2.51,2.51
40,1.25,50.0
4,3.95,15.8
1,4.21,4.21
2,3.36,6.72
5,1.66,8.299999999999999
5,1.25,6.25
1,3.75,3.75
3,5.95,17.85
2,4.21,8.42
2,2.1,4.2
6,2.95,17.700000000000003
4,2.95,11.8
2,4.21,8.42
3,2.95,8.850000000000001
1,6.77,6.77
3,0.85,2.55
1,2.51,2.51
12,3.39,40.68
24,0.55,13.200000000000001
-15,0.0,-0.0
20,0.85,17.0
3,1.25,3.75
1,8.47,8.47
1,17.02,17.02
1,4.95,4.95
1,2.1,2.1
1,7.95,7.95
4,1.25,5.0
3,5.06,15.18
6,2.95,17.700000000000003
1,15.95,15.95
2,6.75,13.5
4,2.55,10.2
8,4.25,34.0
2,14.95,29.9
1,9.95,9.95
1,3.36,3.36
3,0.85,2.55
72,1.06,76.32000000000001
1,1.95,1.95
2,9.95,19.9
12,1.95,23.4
1,1.25,1.25
2,1.66,3.32
24,1.25,30.0
5,8.95,44.75
1,8.47,8.47
4,9.95,39.8
1,0.85,0.85
2,5.91,11.82
16,0.85,13.6
1,7.62,7.62
5,0.42,2.1
12,1.65,19.799999999999997
3,2.51,7.529999999999999
12,0.42,5.04
1,5.91,5.91
6,3.75,22.5
1,1.25,1.25
1,4.24,4.24
1,6.75,6.75
30,1.95,58.5
48,2.55,122.39999999999999
144,0.42,60.48
4,4.95,19.8
1,2.95,2.95
2,1.28,2.56
10,1.25,12.5
1,2.51,2.51
1,2.51,2.51
2,1.25,2.5
1,7.95,7.95
-12,1.25,-15.0
1,0.85,0.85
5,1.25,6.25
1,4.21,4.21
6,4.95,29.700000000000003
12,0.85,10.2
1,1.65,1.65
24,2.1,50.400000000000006
20,1.95,39.0
1,7.62,7.62
1,0.85,0.85
1,7.95,7.95
1,2.1,2.1
6,2.1,12.600000000000001
3,5.91,17.73
2,9.95,19.9
3,2.95,8.850000000000001
9,3.36,30.24
2,3.75,7.5
12,0.42,5.04
1,3.75,3.75
5,1.25,6.25
1,25.49,25.49
2,1.95,3.9
1,3.36,3.36
1,5.91,5.91
2,0.81,1.62
1,2.95,2.95
12,0.65,7.800000000000001
1,1.25,1.25
2,0.42,0.84
1,2.96,2.96
72,1.06,76.32000000000001
12,1.25,15.0
10,2.1,21.0
4,1.66,6.64
10,1.25,12.5
24,1.65,39.599999999999994
12,1.95,23.4
4,1.25,5.0
1,7.95,7.95
1,2.51,2.51
2,12.75,25.5
12,8.5,102.0
24,0.42,10.08
1,7.95,7.95
3,4.21,12.629999999999999
19,0.85,16.15
96,0.64,61.44
2,2.51,5.02
1,8.47,8.47
2,3.36,6.72
2,1.66,3.32
6,0.42,2.52
1,5.09,5.09
6,2.95,17.700000000000003
12,2.55,30.599999999999998
2,6.75,13.5
-12,1.65,-19.799999999999997
1,2.95,2.95
144,0.65,93.60000000000001
2,7.95,15.9
24,1.25,30.0
12,0.29,3.4799999999999995
1,2.1,2.1
1,5.06,5.06
1,4.21,4.21
3,2.1,6.300000000000001
1,2.1,2.1
12,2.1,25.200000000000003
2,4.95,9.9
6,2.51,15.059999999999999
3,2.55,7.6499999999999995
3,1.66,4.9799999999999995
6,2.1,12.600000000000001
25,0.55,13.750000000000002
6,8.5,51.0
6,1.25,7.5
1,2.1,2.1
8,3.19,25.52
2,3.36,6.72
24,0.42,10.08
1,2.55,2.55
1,1.69,1.69
1,7.62,7.62
6,2.95,17.700000000000003
12,2.95,35.400000000000006
1,5.06,5.06
1,4.95,4.95
2,2.95,5.9
4,1.25,5.0
12,1.65,19.799999999999997
1,1.66,1.66
12,0.42,5.04
3,1.25,3.75
1,7.62,7.62
1,4.25,4.25
3,3.75,11.25
2,5.95,11.9
12,0.85,10.2
2,1.25,2.5
2,7.95,15.9
3,1.95,5.85
12,0.65,7.800000000000001
2,4.25,8.5
4,2.1,8.4
31,4.21,130.51
36,2.1,75.60000000000001
4,6.75,27.0
8,4.21,33.68
2,2.95,5.9
12,1.25,15.0
4,5.95,23.8
3,4.21,12.629999999999999
1,5.06,5.06
31,4.21,130.51
6,2.55,15.299999999999999
1,4.25,4.25
1,12.72,12.72
1,0.81,0.81
24,0.85,20.4
2,0.85,1.7
3,1.65,4.949999999999999
3,1.66,4.9799999999999995
4,3.75,15.0
1,5.06,5.06
3,1.66,4.9799999999999995
-1,3.75,-3.75
2,1.66,3.32
2,4.21,8.42
1,4.21,4.21
2,2.55,5.1
6,1.84,11.040000000000001
-2,0.65,-1.3
2,2.95,5.9
36,3.39,122.04
2,5.45,10.9
1,11.02,11.02
2,7.95,15.9
3,8.47,25.410000000000004
2,2.95,5.9
1,3.75,3.75
1,1.25,1.25
1,0.55,0.55
12,0.65,7.800000000000001
5,2.95,14.75
1,0.85,0.85
2,1.66,3.32
1,5.06,5.06
2,4.25,8.5
2,0.85,1.7
48,0.19,9.120000000000001
1,2.51,2.51
2,7.95,15.9
1,2.51,2.51
1,7.95,7.95
12,2.95,35.400000000000006
1,1.25,1.25
8,1.69,13.52
3,5.91,17.73
2,4.21,8.42
1,5.91,5.91
1,2.55,2.55
3,2.95,8.850000000000001
1,1.65,1.65
12,1.45,17.4
2,3.75,7.5
4,11.02,44.08
1,20.38,20.38
2,3.36,6.72
2,1.65,3.3
1,2.95,2.95
1,1.65,1.65
1,1.65,1.65
1,2.96,2.96
2,4.21,8.42
2,3.75,7.5
1,11.87,11.87
1,278.97,278.97
36,0.85,30.599999999999998
2,3.75,7.5
8,3.75,30.0
1,2.1,2.1
1,1.28,1.28
1,25.49,25.49
3,3.36,10.08
12,0.75,9.0
1,7.95,7.95
1,9.95,9.95
1,2.51,2.51
3,0.85,2.55
1,5.06,5.06
12,1.25,15.0
8,3.75,30.0
1,1.25,1.25
4,7.95,31.8
12,1.95,23.4
3,11.02,33.06
1,4.21,4.21
48,0.85,40.8
2,14.43,28.86
24,1.25,30.0
4,1.65,6.6
4,3.75,15.0
12,1.25,15.0
1,9.95,9.95
2,5.95,11.9
6,4.65,27.900000000000002
2,4.21,8.42
8,1.65,13.2
3,7.62,22.86
2,2.51,5.02
1,3.75,3.75
1,5.09,5.09
2,4.81,9.62
6,4.95,29.700000000000003
2,7.95,15.9
1,0.29,0.29
2,7.62,15.24
3,0.55,1.6500000000000001
3,3.36,10.08
1,2.95,2.95
24,0.85,20.4
12,2.1,25.200000000000003
2,2.51,5.02
120,0.42,50.4
1,5.06,5.06
3,3.36,10.08
2,2.51,5.02
1,2.51,2.51
7,4.21,29.47
2,1.45,2.9
1,7.95,7.95
1,5.91,5.91
12,0.85,10.2
2,2.1,4.2
24,3.75,90.0
5,0.85,4.25
60,0.85,51.0
8,3.75,30.0
2,9.95,19.9
1,3.36,3.36
2,1.25,2.5
-2,4.65,-9.3
12,1.49,17.88
2,7.95,15.9
1,5.91,5.91
12,0.85,10.2
1,4.95,4.95
12,0.42,5.04
2,1.66,3.32
3,3.45,10.350000000000001
1,4.21,4.21
3,4.21,12.629999999999999
1,4.21,4.21
6,0.85,5.1
5,0.43,2.15
2,8.5,17.0
6,4.21,25.259999999999998
25,0.42,10.5
5,1.65,8.25
12,4.95,59.400000000000006
1,4.21,4.21
216,1.06,228.96
8,7.95,63.6
24,0.85,20.4
9,2.51,22.589999999999996
2,1.66,3.32
1,2.95,2.95
2,12.75,25.5
1,2.1,2.1
2,0.85,1.7
3,4.95,14.850000000000001
1,5.06,5.06
1,1.65,1.65
2,0.42,0.84
6,5.95,35.7
1,2.1,2.1
3,2.55,7.6499999999999995
1,2.95,2.95
4,1.25,5.0
1,4.21,4.21
4,2.1,8.4
1,1.66,1.66
4,4.21,16.84
1,2.95,2.95
1,4.21,4.21
1,2.51,2.51
24,1.25,30.0
1,2.51,2.51
24,0.85,20.4
36,1.69,60.839999999999996
3,2.95,8.850000000000001
48,0.85,40.8
1,3.36,3.36
9,3.36,30.24
1,8.47,8.47
4,3.75,15.0
1,1.28,1.28
2,2.1,4.2
2,6.35,12.7
12,1.25,15.0
1,3.36,3.36
12,0.42,5.04
20,1.65,33.0
2,0.85,1.7
3,1.28,3.84
3,4.21,12.629999999999999
25,0.42,10.5
2,4.95,9.9
1,4.21,4.21
2,0.85,1.7
12,1.25,15.0
1,4.21,4.21
2,2.1,4.2
1,1.66,1.66
1,1.65,1.65
1,2.51,2.51
12,1.65,19.799999999999997
1,3.75,3.75
24,1.95,46.8
2,0.42,0.84
3,0.85,2.55
12,1.25,15.0
6,2.95,17.700000000000003
1,8.47,8.47
24,1.25,30.0
1,3.36,3.36
5,0.85,4.25
36,1.65,59.4
6,8.5,51.0
3,1.25,3.75
6,0.85,5.1
15,2.51,37.65
1,20.38,20.38
2,13.57,27.14
12,3.75,45.0
8,0.81,6.48
4,3.36,13.44
6,1.25,7.5
3,2.1,6.300000000000001
4,0.43,1.72
3,1.66,4.9799999999999995
24,0.29,6.959999999999999
4,2.1,8.4
1,2.1,2.1
2,11.02,22.04
12,0.42,5.04
3,4.95,14.850000000000001
6,2.55,15.299999999999999
1,3.95,3.95
48,0.85,40.8
2,9.95,19.9
1,16.95,16.95
192,0.72,138.24
6,4.65,27.900000000000002
2,2.1,4.2
1,2.55,2.55
1,2.51,2.51
2,2.1,4.2
1,2.95,2.95
12,0.42,5.04
3,4.21,12.629999999999999
1,1.25,1.25
1,1.25,1.25
12,2.95,35.400000000000006
1,5.91,5.91
6,1.95,11.7
2,3.36,6.72
48,1.25,60.0
4,2.95,11.8
8,1.49,11.92
24,1.25,30.0
1,38.26,38.26
12,0.85,10.2
4,2.1,8.4
1,3.36,3.36
24,0.42,10.08
-1,0.0,-0.0
12,1.25,15.0
1,4.21,4.21
1,1.66,1.66
1,16.98,16.98
6,1.95,11.7
12,0.85,10.2
8,2.1,16.8
1,2.95,2.95
2,7.65,15.3
2,8.47,16.94
1,8.47,8.47
12,1.25,15.0
2,4.95,9.9
1,2.51,2.51
1,14.43,14.43
100,1.65,165.0
3,4.21,12.629999999999999
20,0.42,8.4
12,2.1,25.200000000000003
1,5.91,5.91
4,2.55,10.2
1,3.75,3.75
2,1.95,3.9
2,2.1,4.2
1,7.62,7.62
1,3.36,3.36
1,1.65,1.65
1,4.21,4.21
4,2.51,10.04
1,4.21,4.21
10,3.36,33.6
2,1.66,3.32
1,9.95,9.95
12,0.29,3.4799999999999995
2,1.66,3.32
8,1.95,15.6
1,5.91,5.91
2,2.1,4.2
1,1.28,1.28
1,13.57,13.57
2,1.65,3.3
12,0.42,5.04
12,1.25,15.0
1,8.5,8.5
1,1.95,1.95
2,1.65,3.3
8,3.19,25.52
1,0.0,0.0
1,4.65,4.65
2,8.5,17.0
1,1.28,1.28
3,2.98,8.94
3,1.25,3.75
4,0.85,3.4
20,0.42,8.4
1,0.55,0.55
1,0.85,0.85
1,0.85,0.85
-1,0.85,-0.85
1,2.25,2.25
1,11.02,11.02
4,7.95,31.8
-1,1.65,-1.65
1,0.85,0.85
12,3.95,47.400000000000006
10,1.65,16.5
9,5.95,53.550000000000004
2,1.25,2.5
1,2.95,2.95
1,2.51,2.51
3,4.21,12.629999999999999
4,5.91,23.64
2,2.95,5.9
8,1.65,13.2
12,2.95,35.400000000000006
1,5.95,5.95
1,0.85,0.85
1,125.0,125.0
1,0.95,0.95
2,4.21,8.42
9,5.91,53.19
1,2.51,2.51
6,0.85,5.1
4,14.95,59.8
1,3.83,3.83
2,3.36,6.72
2,0.85,1.7
7,4.95,34.65
2,0.65,1.3
1,10.17,10.17
1,0.42,0.42
10,0.81,8.100000000000001
24,1.25,30.0
2,3.36,6.72
1,4.21,4.21
3,4.95,14.850000000000001
10,9.32,93.2
3,1.28,3.84
6,2.95,17.700000000000003
1,1.25,1.25
5,3.36,16.8
50,0.42,21.0
2,0.65,1.3
12,0.65,7.800000000000001
4,3.75,15.0
1,1.25,1.25
9,3.75,33.75
4,3.75,15.0
2,2.1,4.2
3,0.43,1.29
8,2.1,16.8
12,1.45,17.4
1,3.25,3.25
1,4.25,4.25
1,0.65,0.65
-1,9.95,-9.95
4,2.95,11.8
2,8.5,17.0
13,4.21,54.73
1,4.21,4.21
10,1.25,12.5
6,0.85,5.1
3,5.95,17.85
4,7.95,31.8
4,16.95,67.8
6,2.95,17.700000000000003
1,5.91,5.91
-2,9.95,-19.9
12,3.75,45.0
1,7.62,7.62
1,3.75,3.75
8,2.1,16.8
4,1.45,5.8
48,3.39,162.72
20,0.85,17.0
1,2.51,2.51
56,1.65,92.39999999999999
1,6.95,6.95
16,1.69,27.04
1,1.25,1.25
2,3.36,6.72
2,2.55,5.1
10,4.95,49.5
2,2.1,4.2
1,0.85,0.85
6,2.1,12.600000000000001
1,0.95,0.95
3,1.65,4.949999999999999
20,0.42,8.4
2,8.47,16.94
6,2.95,17.700000000000003
6,2.1,12.600000000000001
12,1.65,19.799999999999997
1,5.06,5.06
2,7.62,15.24
24,3.39,81.36
4,2.1,8.4
5,11.02,55.099999999999994
1,0.85,0.85
8,4.21,33.68
1,1.25,1.25
2,1.49,2.98
1,5.91,5.91
2,0.42,0.84
1,8.47,8.47
2,3.36,6.72
6,0.85,5.1
3,2.51,7.529999999999999
1,0.84,0.84
3,1.66,4.9799999999999995
4,4.25,17.0
25,1.45,36.25
1,0.85,0.85
1,5.06,5.06
1,1.66,1.66
2,16.98,33.96
12,1.65,19.799999999999997
1,4.21,4.21
1,1.66,1.66
1,3.75,3.75
6,1.66,9.959999999999999
1,7.95,7.95
4,3.75,15.0
6,3.75,22.5
1,1.66,1.66
1,13.57,13.57
1,7.95,7.95
8,1.69,13.52
8,5.06,40.48
2,1.95,3.9
1,4.21,4.21
-38,0.0,-0.0
1,4.25,4.25
6,6.6,39.599999999999994
24,3.39,81.36
4,1.28,5.12
1,5.91,5.91
4,2.95,11.8
6,2.55,15.299999999999999
4,5.95,23.8
3,2.95,8.850000000000001
13,1.95,25.349999999999998
4,0.85,3.4
1,0.55,0.55
12,2.55,30.599999999999998
1,2.55,2.55
1,5.06,5.06
5,7.62,38.1
1,5.06,5.06
8,3.95,31.6
2,6.95,13.9
-4,7.65,-30.6
1,1.66,1.66
4,1.69,6.76
12,9.95,119.39999999999999
1,2.51,2.51
96,1.45,139.2
2,3.75,7.5
1,3.36,3.36
12,1.95,23.4
2,4.21,8.42
2,2.95,5.9
1,7.95,7.95
-201,0.0,-0.0
4,1.95,7.8
1,2.51,2.51
2,7.95,15.9
1,11.02,11.02
3,4.95,14.850000000000001
1,3.75,3.75
1,7.62,7.62
48,0.42,20.16
1,3.95,3.95
1,1.25,1.25
27,8.47,228.69000000000003
1,2.1,2.1
1,26.95,26.95
2,9.95,19.9
25,0.42,10.5
1,16.95,16.95
1,1.45,1.45
6,2.95,17.700000000000003
16,0.85,13.6
1,2.55,2.55
3,4.65,13.950000000000001
18,2.95,53.1
2,7.95,15.9
1,2.1,2.1
2,2.95,5.9
2,7.95,15.9
24,0.85,20.4
2,8.47,16.94
72,1.06,76.32000000000001
1,0.85,0.85
1,2.95,2.95
3,0.85,2.55
2,1.66,3.32
12,1.65,19.799999999999997
2,5.95,11.9
12,0.85,10.2
-1,1.65,-1.65
48,2.1,100.80000000000001
1,5.06,5.06
1,1.65,1.65
1,5.91,5.91
2,3.75,7.5
1,9.95,9.95
48,0.65,31.200000000000003
1,3.36,3.36
1,0.85,0.85
12,1.25,15.0
30,4.25,127.5
8,3.75,30.0
10,1.65,16.5
1,7.95,7.95
1,11.02,11.02
8,1.28,10.24
3,4.21,12.629999999999999
24,2.55,61.199999999999996
1,7.95,7.95
1,1.65,1.65
4,2.1,8.4
2,9.95,19.9
15,6.77,101.55
2,3.75,7.5
3,0.95,2.8499999999999996
100,1.65,165.0
12,1.25,15.0
1,16.95,16.95
1,1.66,1.66
2,1.45,2.9
1,7.95,7.95
6,1.06,6.36
12,1.45,17.4
1,1.25,1.25
1,5.06,5.06
6,2.95,17.700000000000003
3,0.55,1.6500000000000001
1,5.06,5.06
2,0.0,0.0
6,2.95,17.700000000000003
6,1.55,9.3
2,2.55,5.1
12,1.25,15.0
1,1.66,1.66
2,0.85,1.7
1,7.62,7.62
2,8.5,17.0
8,3.36,26.88
6,2.95,17.700000000000003
1,16.95,16.95
3,2.1,6.300000000000001
2,0.65,1.3
24,1.65,39.599999999999994
2,1.25,2.5
1,4.25,4.25
1,7.62,7.62
1,1.66,1.66
1,3.75,3.75
1,3.36,3.36
1,2.95,2.95
2,2.1,4.2
1,1.65,1.65
1,2.11,2.11
6,3.35,20.1
1,2.96,2.96
1,4.25,4.25
2,4.95,9.9
8,3.75,30.0
1,6.75,6.75
12,0.42,5.04
6,1.65,9.899999999999999
12,0.85,10.2
6,8.47,50.82000000000001
1,14.43,14.43
1,5.91,5.91
1,5.91,5.91
10,2.1,21.0
1,4.25,4.25
12,1.95,23.4
2,2.13,4.26
12,1.45,17.4
1,11.87,11.87
1,4.21,4.21
10,1.66,16.599999999999998
2,0.55,1.1
2,5.91,11.82
6,0.85,5.1
3,3.75,11.25
1,4.21,4.21
2,3.75,7.5
24,0.29,6.959999999999999
1,5.91,5.91
1,1.24,1.24
24,1.65,39.599999999999994
1,2.51,2.51
1,3.36,3.36
1,8.5,8.5
1,5.95,5.95
3,2.51,7.529999999999999
6,2.95,17.700000000000003
1,0.85,0.85
1,4.25,4.25
5,0.85,4.25
7,7.62,53.34
6,2.95,17.700000000000003
2,0.85,1.7
1,2.55,2.55
12,1.25,15.0
12,0.42,5.04
2,7.95,15.9
1,0.65,0.65
6,1.25,7.5
1,5.91,5.91
3,3.36,10.08
1,1.66,1.66
12,1.25,15.0
6,3.36,20.16
2,1.95,3.9
10,0.85,8.5
2,1.25,2.5
2,0.42,0.84
24,0.55,13.200000000000001
12,1.65,19.799999999999997
6,12.75,76.5
2,1.66,3.32
3,1.65,4.949999999999999
6,0.65,3.9000000000000004
5,1.65,8.25
2,4.65,9.3
4,1.95,7.8
4,5.91,23.64
12,0.65,7.800000000000001
2,1.95,3.9
16,2.1,33.6
3,2.51,7.529999999999999
3,11.02,33.06
1,2.95,2.95
1,11.87,11.87
1,1.25,1.25
24,1.25,30.0
2,1.95,3.9
24,1.65,39.599999999999994
1,1.28,1.28
6,2.1,12.600000000000001
36,0.21,7.56
3,3.95,11.850000000000001
8,1.65,13.2
2,4.25,8.5
12,1.25,15.0
1,16.98,16.98
25,0.42,10.5
1,15.28,15.28
4,3.75,15.0
24,2.55,61.199999999999996
1,12.75,12.75
1,1.25,1.25
1,8.47,8.47
1,3.36,3.36
9,2.55,22.95
3,9.95,29.849999999999998
1,16.98,16.98
6,4.95,29.700000000000003
25,0.42,10.5
-1,5.95,-5.95
2,7.62,15.24
2,9.95,19.9
1,3.75,3.75
8,0.85,6.8
96,0.75,72.0
2,2.1,4.2
2,7.95,15.9
5,1.66,8.299999999999999
1,8.47,8.47
6,1.25,7.5
2,5.45,10.9
1,16.98,16.98
36,1.45,52.199999999999996
4,4.21,16.84
4,2.95,11.8
1,4.21,4.21
5,1.28,6.4
1,2.51,2.51
12,1.25,15.0
10,0.65,6.5
3,5.06,15.18
-1,3.25,-3.25
2,4.21,8.42
120,0.42,50.4
1,9.32,9.32
1,2.1,2.1
1,7.62,7.62
3,2.1,6.300000000000001
96,0.29,27.839999999999996
6,0.99,5.9399999999999995
-6,4.95,-29.700000000000003
8,7.62,60.96
2,0.85,1.7
1,1.69,1.69
2,2.95,5.9
1,0.85,0.85
6,1.95,11.7
3,5.91,17.73
1,0.84,0.84
2,9.95,19.9
14,1.25,17.5
2,0.85,1.7
1,1.66,1.66
1,2.95,2.95
1,0.42,0.42
24,1.65,39.599999999999994
3,2.1,6.300000000000001
6,2.95,17.700000000000003
1,8.47,8.47
8,2.1,16.8
12,1.25,15.0
2,8.47,16.94
48,0.29,13.919999999999998
1,1.95,1.95
12,0.85,10.2
5,0.55,2.75
6,1.25,7.5
25,1.66,41.5
1,1.65,1.65
4,6.95,27.8
6,4.25,25.5
24,1.95,46.8
96,0.72,69.12
12,2.1,25.200000000000003
2,6.35,12.7
30,1.65,49.5
1,1.65,1.65
1,5.95,5.95
1,5.91,5.91
8,2.95,23.6
1,7.95,7.95
4,0.65,2.6
1,12.72,12.72
-3,3.25,-9.75
6,10.95,65.69999999999999
3,0.42,1.26
12,0.85,10.2
1,0.85,0.85
1,1.66,1.66
3,7.65,22.950000000000003
1,1.45,1.45
3,2.1,6.300000000000001
1,11.02,11.02
6,3.39,20.34
1,15.95,15.95
1,5.91,5.91
4,2.1,8.4
2,5.06,10.12
1,14.43,14.43
1,9.95,9.95
2,5.95,11.9
1,12.75,12.75
12,2.1,25.200000000000003
1,1.25,1.25
2,4.21,8.42
1,10.95,10.95
2,2.95,5.9
2,16.95,33.9
-12,0.38,-4.5600000000000005
1,2.95,2.95
6,2.95,17.700000000000003
12,2.95,35.400000000000006
2,5.49,10.98
19,1.66,31.54
-1,4.25,-4.25
3,1.66,4.9799999999999995
12,2.55,30.599999999999998
1,0.65,0.65
2,2.1,4.2
1,2.51,2.51
12,1.25,15.0
1,8.5,8.5
24,1.25,30.0
9,3.83,34.47
1,4.95,4.95
24,0.85,20.4
6,1.28,7.68
1,8.5,8.5
1,1.25,1.25
6,2.1,12.600000000000001
4,1.65,6.6
12,2.95,35.400000000000006
1,8.47,8.47
4,3.95,15.8
2,13.57,27.14
6,2.1,12.600000000000001
6,4.95,29.700000000000003
4,1.66,6.64
6,2.95,17.700000000000003
3,2.95,8.850000000000001
36,3.39,122.04
1,14.95,14.95
1,1.65,1.65
3,34.0,102.0
1,4.95,4.95
1,1.25,1.25
12,2.1,25.200000000000003
1,2.98,2.98
1,0.0,0.0
1,3.36,3.36
1,4.21,4.21
12,2.95,35.400000000000006
4,3.75,15.0
2,6.95,13.9
1,5.91,5.91
2,2.51,5.02
1,4.25,4.25
2,2.95,5.9
-1,3.95,-3.95
4,0.43,1.72
12,1.65,19.799999999999997
24,4.25,102.0
1,8.5,8.5
6,1.25,7.5
2,10.95,21.9
2,1.25,2.5
1,4.25,4.25
24,1.25,30.0
8,1.25,10.0
3,1.25,3.75
2,1.65,3.3
2,2.55,5.1
24,8.5,204.0
12,1.25,15.0
12,1.25,15.0
1,4.95,4.95
1,4.24,4.24
3,5.91,17.73
60,0.85,51.0
24,0.65,15.600000000000001
5,2.13,10.649999999999999
